FileID,tp_time,tn_time,fp_time,fn_time,predicted_laughter,predicted_non_laughter,true_laughter,true_non_laughter
ZoFZ1SEqVY0,0.7738461538461537,0.30623076923076875,0.31076923076923113,0.4091538461538462,"[{'start': 0.6384615384615384, 'end': 0.7769230769230768}, {'start': 0.823076923076923, 'end': 0.9153846153846154}, {'start': 1.0538461538461537, 'end': 1.3076923076923075}, {'start': 1.4692307692307693, 'end': 1.9538461538461538}, {'start': 2.0, 'end': 2.046153846153846}, {'start': 2.115384615384615, 'end': 2.184615384615385}]","[{'start': 0.5, 'end': 0.6384615384615384}, {'start': 0.7769230769230768, 'end': 0.823076923076923}, {'start': 0.9153846153846154, 'end': 1.0538461538461537}, {'start': 1.3076923076923075, 'end': 1.4692307692307693}, {'start': 1.9538461538461538, 'end': 2.0}, {'start': 2.046153846153846, 'end': 2.115384615384615}, {'start': 2.184615384615385, 'end': 2.3}]","[{'start': 0.5, 'end': 0.8690000000000001}, {'start': 1.107, 'end': 1.858}, {'start': 2.237, 'end': 2.3}]","[{'start': 0.8690000000000001, 'end': 1.107}, {'start': 1.858, 'end': 2.237}]"
fwqlFWrZnok,1.9484536082474229,6.424628865979382,0.16237113402061853,0.4645463917525765,"[{'start': 0.5, 'end': 0.6623711340206185}, {'start': 7.481958762886597, 'end': 9.43041237113402}]","[{'start': 0.6623711340206185, 'end': 7.481958762886597}, {'start': 9.43041237113402, 'end': 9.5}]","[{'start': 7.087000000000001, 'end': 9.5}]","[{'start': 0.5, 'end': 7.087000000000001}]"
Sxi1v2Edin0,3.236000000000001,0.2551546391752586,5.50884536082474,0.0,"[{'start': 0.5, 'end': 5.324742268041237}, {'start': 5.556701030927835, 'end': 9.47680412371134}]","[{'start': 5.324742268041237, 'end': 5.556701030927835}, {'start': 9.47680412371134, 'end': 9.5}]","[{'start': 2.419, 'end': 4.977}, {'start': 6.919, 'end': 7.597}]","[{'start': 0.5, 'end': 2.419}, {'start': 4.977, 'end': 6.919}, {'start': 7.597, 'end': 9.5}]"
3dKSeoGR1z4,3.964185567010309,2.319587628865979,1.6724123711340213,1.0438144329896906,"[{'start': 0.5, 'end': 2.72680412371134}, {'start': 2.819587628865979, 'end': 2.8891752577319587}, {'start': 3.2371134020618553, 'end': 3.283505154639175}, {'start': 3.4458762886597936, 'end': 3.7938144329896906}, {'start': 4.141752577319588, 'end': 4.582474226804123}, {'start': 4.675257731958762, 'end': 6.06701030927835}, {'start': 6.762886597938144, 'end': 7.1340206185567006}, {'start': 7.18041237113402, 'end': 7.296391752577319}, {'start': 8.850515463917525, 'end': 9.47680412371134}]","[{'start': 2.72680412371134, 'end': 2.819587628865979}, {'start': 2.8891752577319587, 'end': 3.2371134020618553}, {'start': 3.283505154639175, 'end': 3.4458762886597936}, {'start': 3.7938144329896906, 'end': 4.141752577319588}, {'start': 4.582474226804123, 'end': 4.675257731958762}, {'start': 6.06701030927835, 'end': 6.762886597938144}, {'start': 7.1340206185567006, 'end': 7.18041237113402}, {'start': 7.296391752577319, 'end': 8.850515463917525}, {'start': 9.47680412371134, 'end': 9.5}]","[{'start': 0.77, 'end': 5.778}]","[{'start': 0.5, 'end': 0.77}, {'start': 5.778, 'end': 9.5}]"
_nHfZ3eN-gI,0.5709999999999997,3.59536082474227,4.83363917525773,0.0,"[{'start': 0.5, 'end': 2.448453608247423}, {'start': 2.8891752577319587, 'end': 4.744845360824742}, {'start': 4.93041237113402, 'end': 5.440721649484535}, {'start': 6.298969072164948, 'end': 6.577319587628866}, {'start': 6.646907216494845, 'end': 7.1340206185567006}, {'start': 7.969072164948453, 'end': 8.015463917525771}, {'start': 8.061855670103093, 'end': 8.13144329896907}, {'start': 8.20103092783505, 'end': 8.40979381443299}]","[{'start': 2.448453608247423, 'end': 2.8891752577319587}, {'start': 4.744845360824742, 'end': 4.93041237113402}, {'start': 5.440721649484535, 'end': 6.298969072164948}, {'start': 6.577319587628866, 'end': 6.646907216494845}, {'start': 7.1340206185567006, 'end': 7.969072164948453}, {'start': 8.015463917525771, 'end': 8.061855670103093}, {'start': 8.13144329896907, 'end': 8.20103092783505}, {'start': 8.40979381443299, 'end': 9.5}]","[{'start': 1.6480000000000001, 'end': 2.219}]","[{'start': 0.5, 'end': 1.6480000000000001}, {'start': 2.219, 'end': 9.5}]"
DXSHDq3P0Hc,0.0,0.4871134020618548,8.512886597938145,0.0,"[{'start': 0.5, 'end': 5.579896907216495}, {'start': 5.9742268041237105, 'end': 8.27061855670103}, {'start': 8.340206185567009, 'end': 9.47680412371134}]","[{'start': 5.579896907216495, 'end': 5.9742268041237105}, {'start': 8.27061855670103, 'end': 8.340206185567009}, {'start': 9.47680412371134, 'end': 9.5}]",[],"[{'start': 0.5, 'end': 9.5}]"
MtZ4-X236yw,2.4619690721649463,1.762886597938145,3.8241134020618563,0.9510309278350526,"[{'start': 1.0103092783505154, 'end': 1.2654639175257731}, {'start': 1.6597938144329896, 'end': 1.961340206185567}, {'start': 2.3092783505154637, 'end': 2.865979381443299}, {'start': 2.9123711340206184, 'end': 4.489690721649485}, {'start': 4.582474226804123, 'end': 5.556701030927835}, {'start': 5.719072164948453, 'end': 5.765463917525773}, {'start': 6.043814432989691, 'end': 7.087628865979381}, {'start': 7.319587628865979, 'end': 8.038659793814432}, {'start': 8.177835051546392, 'end': 8.502577319587628}, {'start': 8.572164948453608, 'end': 8.595360824742267}, {'start': 9.012886597938143, 'end': 9.47680412371134}]","[{'start': 0.5, 'end': 1.0103092783505154}, {'start': 1.2654639175257731, 'end': 1.6597938144329896}, {'start': 1.961340206185567, 'end': 2.3092783505154637}, {'start': 2.865979381443299, 'end': 2.9123711340206184}, {'start': 4.489690721649485, 'end': 4.582474226804123}, {'start': 5.556701030927835, 'end': 5.719072164948453}, {'start': 5.765463917525773, 'end': 6.043814432989691}, {'start': 7.087628865979381, 'end': 7.319587628865979}, {'start': 8.038659793814432, 'end': 8.177835051546392}, {'start': 8.502577319587628, 'end': 8.572164948453608}, {'start': 8.595360824742267, 'end': 9.012886597938143}, {'start': 9.47680412371134, 'end': 9.5}]","[{'start': 3.39, 'end': 4.176}, {'start': 5.362, 'end': 6.949}, {'start': 8.46, 'end': 9.5}]","[{'start': 0.5, 'end': 3.39}, {'start': 4.176, 'end': 5.362}, {'start': 6.949, 'end': 8.46}]"
JspiHIcMpPs,0.6734432989690722,0.6371237113402075,7.653876288659792,0.03555670103092745,"[{'start': 0.5, 'end': 1.4278350515463916}, {'start': 1.4742268041237114, 'end': 1.5206185567010309}, {'start': 1.8685567010309276, 'end': 6.345360824742268}, {'start': 6.600515463917525, 'end': 9.47680412371134}]","[{'start': 1.4278350515463916, 'end': 1.4742268041237114}, {'start': 1.5206185567010309, 'end': 1.8685567010309276}, {'start': 6.345360824742268, 'end': 6.600515463917525}, {'start': 9.47680412371134, 'end': 9.5}]","[{'start': 1.8330000000000002, 'end': 2.542}]","[{'start': 0.5, 'end': 1.8330000000000002}, {'start': 2.542, 'end': 9.5}]"
JaNVr8rZ-Wc,1.4019999999999992,3.2706185567010326,4.327381443298968,0.0,"[{'start': 0.8711340206185567, 'end': 0.9871134020618557}, {'start': 1.0798969072164948, 'end': 1.1262886597938144}, {'start': 1.7757731958762886, 'end': 3.399484536082474}, {'start': 3.515463917525773, 'end': 3.631443298969072}, {'start': 3.770618556701031, 'end': 4.072164948453608}, {'start': 4.234536082474227, 'end': 4.280927835051546}, {'start': 5.092783505154639, 'end': 5.115979381443299}, {'start': 5.278350515463917, 'end': 8.13144329896907}, {'start': 8.38659793814433, 'end': 8.989690721649485}]","[{'start': 0.5, 'end': 0.8711340206185567}, {'start': 0.9871134020618557, 'end': 1.0798969072164948}, {'start': 1.1262886597938144, 'end': 1.7757731958762886}, {'start': 3.399484536082474, 'end': 3.515463917525773}, {'start': 3.631443298969072, 'end': 3.770618556701031}, {'start': 4.072164948453608, 'end': 4.234536082474227}, {'start': 4.280927835051546, 'end': 5.092783505154639}, {'start': 5.115979381443299, 'end': 5.278350515463917}, {'start': 8.13144329896907, 'end': 8.38659793814433}, {'start': 8.989690721649485, 'end': 9.5}]","[{'start': 5.331, 'end': 6.733}]","[{'start': 0.5, 'end': 5.331}, {'start': 6.733, 'end': 9.5}]"
KyuGOQ6LwJE,2.5467634854771775,1.7659751037344398,1.26402489626556,0.023236514522822382,"[{'start': 0.5929460580912863, 'end': 0.8950207468879667}, {'start': 2.56804979253112, 'end': 6.076763485477177}]","[{'start': 0.5, 'end': 0.5929460580912863}, {'start': 0.8950207468879667, 'end': 2.56804979253112}, {'start': 6.076763485477177, 'end': 6.1}]","[{'start': 3.53, 'end': 6.1}]","[{'start': 0.5, 'end': 3.53}]"
